,Ticker,Hurst Exponent,t_statistic,p_value
217,INCY,0.5837597247113232,3.290304830219839,0.0010007890096122019
218,INTC,0.561651239664106,2.4218247177264915,0.015442797285164733
219,INTU,0.6507698745134837,5.922641795601449,3.1681042234055212e-09
220,IP,0.5497233339645682,1.9532648475399734,0.05078822055335808
221,IPG,0.5729367533152643,2.8651497191623916,0.00416812122115906
222,IRM,0.5587395175871274,2.3074445278779754,0.021030051323473353
223,ISRG,0.6011243296880278,3.9724327124045637,7.114233573779494e-05
224,IT,0.6491735426111309,5.8599336314205415,4.630521965864887e-09
225,ITW,0.6414316149613553,5.555810115863837,2.7632713894831795e-08
226,IVZ,0.5140002627424806,0.5499675683592982,0.5823416182388554
227,J,0.5598143606211379,2.349667221884213,0.018790201777331816
228,JBHT,0.5972368230674736,3.81972110960017,0.00013360264924866527
229,JBL,0.5447093233795497,1.7563011719367096,0.07903699728524005
230,JCI,0.5711749634311559,2.79594192525556,0.005174869841654717
231,JKHY,0.6785597959816346,7.014303846225715,2.311040248059726e-12
232,JNJ,0.6123035529890501,4.41158234610062,1.0261791258514563e-05
233,JNPR,0.5190147060846584,0.7469482438151351,0.45509480296216154
234,JPM,0.6182944446714048,4.646920510208873,3.36926919963787e-06
235,K,0.5290760116170743,1.1421830933292756,0.2533779219762493
236,KDP,0.6778623926194385,6.986907986710248,2.8101965199311962e-12
237,KEY,0.5743632324269535,2.921185613831042,0.0034870201095211772
238,KIM,0.5285132492473057,1.120076290210028,0.262681253294454
239,KKR,0.6071994780116978,4.211080701549295,2.5415192671962572e-05
240,KLAC,0.6184240222782312,4.652010663347493,3.287140768248875e-06
241,KMB,0.577396338035773,3.040334071752326,0.002363158648884811
242,KMI,0.5065314861450692,0.25657415286048274,0.7975075302094545
243,KMX,0.5618106596119784,2.4280871574172345,0.01517869510141967
244,KO,0.5564610288062729,2.2179394266245365,0.02655896279638381
245,KR,0.6179730051724003,4.634293511495073,3.5815852963416717e-06
246,L,0.49540338632375597,-0.1805672145380835,0.8567072918257508
247,LDOS,0.6151532290125207,4.523525201893211,6.081807401692174e-06
248,LEN,0.5875554246821609,3.43941002357089,0.0005829835380379844
249,LH,0.5581253434300031,2.283318132969838,0.022411635664647545
250,LHX,0.648878548529114,5.848345479044302,4.964865407686148e-09
251,LII,0.671987105474981,6.756111076417589,1.4174439399994299e-11
252,LIN,0.5909223052992915,3.571670051830278,0.00035471211581583617
253,LKQ,0.5609711008824533,2.395107056867354,0.016615513093156675
254,LLY,0.6626392887305784,6.388903964740447,1.6707901728807428e-10
255,LMT,0.677072004594445,6.955859442253509,3.504085910321919e-12
256,LNT,0.6072021159557934,4.2111843270116465,2.5403535419910028e-05
257,LOW,0.6397730117816753,5.490655770236181,4.0044414006956686e-08
258,LRCX,0.670555245899804,6.699863822828365,2.0861312677311616e-11
259,LULU,0.5824026707648712,3.2369961407480314,0.0012079504533537566
260,LUV,0.6155458606932387,4.538948818912205,5.65353549797365e-06
261,LVS,0.5189811999116537,0.7456320321960133,0.4558897273767091
262,LYB,0.5894938011599677,3.5155546086885403,0.0004388365001715133
263,LYV,0.6364046084968011,5.35833592753675,8.399196294028854e-08
264,MA,0.6829746998056497,7.187733014327423,6.588063428125679e-13
265,MAA,0.5850734138407481,3.3419100343063035,0.0008320402399160098
266,MAR,0.623959245040683,4.8694489399703835,1.1190989526177475e-06
267,MAS,0.611191015835932,4.367878926810267,1.254590052934823e-05
268,MCD,0.6156495250701345,4.5430210314367505,5.545371650317321e-06
269,MCHP,0.5999995876320656,3.9282498520592344,8.55662898662235e-05
270,MCK,0.6105990603585337,4.344625340754779,1.3951356721664254e-05
271,MCO,0.6511421161825774,5.937264438716019,2.8981701483132838e-09
272,MDLZ,0.5688277835298688,2.703738454038137,0.00685642333191816
